text,label,platform
"🚨🚨 𝐂𝐀𝐒𝐇 𝐈𝐓 🚨🚨

Cash this #parlay from capper @WeHitThose__9 

$25 —&gt; $2,200 ✅✅✅✅

Use code ‘Legacy’ to join for over 60% off, only $15!

https://t.co/7NQnlHPbse https://t.co/JApYGOq0qc",Promotions,X
"POKEMON CARDS SECRETLY ON SALE

Use code 'VIPOUTLETAPR26' at checkout for extra 10% off

https://t.co/TkGmbbZgqq #ad https://t.co/2NfJkjwYha",Promotions,X
"Paid promotions:

Visit: Spike Detox your body! Click: https://t.co/gy6KVGKCFr and use code CATTURD for 10% Off + Free Shipping for USA residents 🇺🇸

Visit: https://t.co/f3HVCyTrcy Feeling like your body’s hitting the brakes while your mind’s ready to go? Boost your nitric oxide levels naturally with BloodFlow-7 from Juvenon—because energy and focus shouldn’t be a thing of the past. Visit https://t.co/hJ2OgVJpuZ today!

Visit: https://t.co/zMiKQ16q03 to claim your 45% OFF discount. NativePath is pure collagen—no fillers, additives, or artificial sweeteners. Enjoy better mobility, stronger bones, and a healthier you! Use promo code ""CAT"" for 45% off! 

Visit: https://t.co/SpcAK8S9I4 - Where The World Bets On What Happens Next! Put your money where your mouth is. 😜  

Visit: ⁠https://t.co/hiYjCITLj9⁠ for show information and advertising.",Promotions,X
The boys stay eating 🤣 yes I do track my plays in a discord. I was up 54u with plays I’ve posted before any cashes today since MLB started. Up over 130u untracked.. Had over a 7u day so far. Can Lowe and rice make it ☢️☢️☢️ @GDI_App use code “Smash” for 50% off your first month https://t.co/OtQptASy3W,Promotions,X
"🚨 3x $10,000 FUNDING GIVEAWAY 🚨

🔹Follow @atlasfunded | @DannyKoko |@LAntonioAF | @CianHansardAF | @IvanaAF

🔹Like &amp; Repost Quoted Post

🔹Tag 3 Traders

35% OFF + 120% REFUND USE CODE APR35💚 https://t.co/haMoKOolDZ",Promotions,X
"LOCK OF THE CENTURY TODAY! 🏀🌎🔒

SO CONFIDENT IT WINS, IF IT LOSES YOU WILL GET AN EXTRA FREE WEEK ADDED ON! 💯

🚨 Use code GETRICH for 50% OFF ANY package!

1 Week ($24.99) NOW ONLY ➡️ $12.49 😳

1 Month ($69.99) NOW ONLY ➡️ $34.99 😳

3 Months ($179.99) NOW ONLY ➡️ $89.99 😳

🚨 OR MESSAGE ME GET 1 YEAR FOR ONLY $199

https://t.co/h3jzsDMfEm",Promotions,X
"4 × $50K Earn2trade Giveaway 🎁
How many years are you into futures ?

Follow - @propfirmsplaza 
Turn on our notifications 🔔 

Use code: PLAZA
(50% OFF + FREE account on payout)

Like, share &amp; repost ✓
Winners in 6 hours ♥️",Promotions,X
"FREE HR SLIP?✅

You got it let’s try to go back to back💪

Like/Repost if you are tailing!

https://t.co/NQ0LQqPJ3S use code “LAMBO” for $10 off https://t.co/YUoXaPRLCD",Promotions,X
Use your human fingers to purchase SPORT DRINK. Use code KALLISTOS for 0% off your order,Promotions,X
"Welcome to the #weekend! Kick things off TONIGHT with a FREE T #Concert: #BeeGees NOW Tribute Band at Old School Square #DelrayBeach and This Friday, April 24th, at the spectacular #LasOlas #Wine &amp;#Food Fest — Save $15! Use Code: LIVINGfla https://t.co/Y7jMldeMhc https://t.co/FqTHXwnfY0",Promotions,X
"Sim payouts are live and you can start right now 🚨

Earn from Benchmark 2
Get paid as you progress

50% OFF all accounts + 1 FREE reset included
Use Code: PST50

Get started 👇
https://t.co/8l7Mgyy1bg https://t.co/vh4qjuRztb",Promotions,X
"3 × $50,000 Futures Giveaway
In partnership with YRM PROP ☘️

To enter: 👇🏻
Follow - @MoeSaidi1 @YrmProp
Like, Share &amp; Repost 🔁

Join YRM discord: 
https://t.co/Koj5GLsPV3

Use code: PLAZA
""10% off + Payout bonus account""

(Winners will be announced by @grok) https://t.co/6P29G9f8yX",Promotions,X
"Use code “Highpertrophy” for 25% off

https://t.co/QaMKWmrJ5G",Promotions,X
"A few MLS Winners VIP had tonight ✅💰

Huge weekend incoming. Use code DC for 50% off. Only a few spots left 🚨⬇️

https://t.co/Se3lvpiUmj https://t.co/H8pdXuA2yt",Promotions,X
"Have talked about Funded accs for a while now!

If you are planning to get a account, now would be the perfect time!

Breakout is giving solid discounts!

Code ND80F7 = 10% off (Was 2%)
7 days only.

Don’t overthink it.

Use code ND80F7 while checking out https://t.co/OEv3GARYVm",Promotions,X
"Nice run $PLTR overnight. Too profits on @VestExchange and got back in today. 

Link below to join. Use code TRT50 get 50% off. https://t.co/rSX0i1BeCN",Promotions,X
"Drop '0' if you don't have a single payout
In 2026, I gift you Earn2trade accounts

Only for those who don't have a payout 😑

Use code: PLAZA - https://t.co/0SM5qbl6id
(60% OFF + FREE account on payout)",Promotions,X
Another sour flavor YAY!!! This sounds so amazing and if you use CODE SPOOOKY at checkout you get 30% OFF 🫣,Promotions,X
"🌟 ATTENTION 🌟  
‼️ BTS LIGHT STICK RESTOCK ‼️  

@cokodive now has:  

- BTS LIGHT STICK V4 + CRADLE ✨  

🔗 https://t.co/5VT4ahu80i

Use code “SEOK10” for 10% off your entire order on @cokodive! &amp; code is always valid! https://t.co/DceT3Zahfw",Promotions,X
"Want access to the same tools I use to find +EV spots like this?

OddsJam is one of the BEST resources in the game for profitable betting.

Use code TRIDENT for 35% OFF your first month 👇

https://t.co/WPkNlGjXDZ",Promotions,X
"My Thursday NBA Playoffs Script: ☢️

• Brandon Ingram Over 4.5 REB (TOR)
• Nickeil Alexander Over 2.5 3PTM (ATL)
• James Harden Over 6.5 AST (CLE)
• Nikola Jokic Over 9.5 AST (DEN)

Data found using: @PropsEdge 📊
Use Code “JayNukes” for 20% off

#NBAX #Gambling𝕏 #Parlay https://t.co/BtWByOM63M",Promotions,X
"🚨🚨 𝐌𝐋𝐁 𝐒𝐙𝐍 🚨🚨

Cash this #parlay from capper @WeHitThose__9 

$25 —&gt; $2,700 ✅✅✅✅

Use code ‘Legacy’ to join for over 60% off aka only $15!

https://t.co/7NQnlHPbse https://t.co/LmvABBZvHj",Promotions,X
XRPL Cancun 2026 is about to be different 🚀Are you in? Because I’m already locked in. Use code WARRIORGIDI589 for 4% discount off!!!! Get your ticket at https://t.co/2l9ZIU1x9H https://t.co/a9bvtLZkBr,Promotions,X
"LIVE NOW! 
Playing #sevendeadlysins Shout out, to
@CallMyHorse &amp; @thekingone49883 for being my #1 supporters!
Use Code: NIGHTMAREFUEL on your next @DubbyEnergy purchase for 10% off! 
Chill vibes and chill times.
Let's check this out some more.",Promotions,X
"Pine pollen is nature’s most powerful viagra.

If you haven’t tried it, you’re missing out 

Use Code: HAVEN15

To get a 15% off

https://t.co/7Xdrs6xe6B",Promotions,X
"Two plays added to VIP. 

A very rare instance where I double dip someone playing, but dove into a bit more and the level of tennis is quite drastic. 

VIP Cash.
Use code: “GR8” for 50% off. 

https://t.co/eibeEnzfHp…

#Gambling𝕏 | #ATPTour https://t.co/jrdJ2Tgp3V",Promotions,X
"New episode drops soon! Always sponsored by
@MarketMoversApp

Link in Bio! Use code GONE20 for 20% off the lifetime of your membership. #ad #longgonepodcast #marketmoversapp https://t.co/FzvYzb9D1m",Promotions,X
"Spring into a new membership with the Muhammad Ali Center!

From now through June 8, use code NEWIND25 to receive $25 off an individual membership or NEWFAM50 for $50 off a family membership.

Don't miss the savings, become a member of Team Ali today!
https://t.co/uaJcFHLYKj https://t.co/nyihvKKiLB",Promotions,X
"5 × $50K Funded Family Giveaway 🎁 
Drop '💚' in the comments below

Use code: PLAZA
(80% off + Buy 2 &amp; Get 3 FREE on your payout)

Active follower wins: @grok be ready! https://t.co/3ilqEqWcKX",Promotions,X
"Aztec Bonanza popped off on @Roobet 🔥
$5,000 bi-weekly leaderboard ends in 7 days with very low wagers!
Use code terriblepker 🎰- https://t.co/ztEwFvuKUC
#casino #gambling #slots #maxwin #streamer https://t.co/SKOG6OYSMz",Promotions,X
"Yes join here 

Use code ‘Legacy’ to join for 60% off

Sale ends tomorrow morning 

https://t.co/4ianlWoPc7",Promotions,X
"GIVEAWAY ALERT:  lucky trader can win 1 $50k My Funded Futures Account 👀

Current Sale 20% OFF pass one and get one FREE 👀 on rapid accounts. No limit on the promo.

No purchase necessary but when you buy, use code: MINX

Giveaway ends April 27th at 11:59pm ET

Must Follow: @iamjminx @propfirmtrend
@MyFundedFutures 

Retweet and tag 3 friends

For best discounts Use Code: MINX for any prop firm

Winner Announced within 24-72 hours of this end date. Must claim within 24 hours of notification.  Must Be 18 and older. Ad. No purchase necessary. Free account is for the first month only. If applicable, winner needs to cancel prior to 30 days if the account is not passed in order to not get charged for a renewal",Promotions,X
"Great English restock from a solid shop! Trap Shop ships fast and is a great business to buy from!

Use code “Nomad6” to get a 7% discount off any order 🔥",Promotions,X
"$BFCH | UNLOCKD

🔥Excited to share Ancient Extracts with the BFCH community! 🔥

We invite shareholders to try the product line… including functional mushrooms 🍄, matcha 🍵 , and shilajit 💪. 

Use code BFCH30 at checkout for 30% off:
https://t.co/ZFdacrzaWS

Offer ends May 23. 

Thank you for your continued support. 

If you like what we’re building, please like and re-share.",Promotions,X
"Just secured my account with @ForgeOfTraders let’s see if I can make it to payout🤞

You can secure your challenge too using the link and code below:

https://t.co/FKhulvf1cq

Use code ICTWIZARD for 50% off 🔥 https://t.co/l6Rtu6rvYH",Promotions,X
"This is exactly why I partner with The Wellness Company. 🙏

Research that deserves way more attention than it's getting.  

Use code SHEMANE for 10% off. 🌿 https://t.co/ESO0oqMbVw",Promotions,X
"🚨 2x $10,000 FUNDING GIVEAWAY 🚨

🔹Follow @DARSHFOREX10 @Atlasfunded @LAntonioAF @CianHansardAF @IvanaAF  @NFC_trading

🔹Like &amp; Repost

🔹Like &amp; Repost Quoted Post

🔹Tag 3 Traders

35% OFF + 120% REFUND USE CODE APR35💚

Also Follow - @Flashxp0815 https://t.co/oCYya74gRz",Promotions,X
"GIVEAWAY ALERT:  lucky trader can win 1 $50k Apprentice Legends 👀

 Current Sale 50% OFF Apprentice $50k is $29.50  20% OFF Elite    No purchase necessary but when you buy, use code: MINX  Giveaway ends April 27th at 11:59pm ET  Must Follow:

@iamjminx
@propfirmtrend
@LegendsTradingG 

Retweet and tag 3 friends 

 For best discounts Use Code: MINX for any prop firm  Winner Announced within 24-72 hours of this end date. Must claim within 24 hours of notification.  Must Be 18 and older. Ad. No purchase necessary. Free account is for the first month only. If applicable, winner needs to cancel prior to 30 days if the account is not passed in order to not get charged for a renewal",Promotions,X
"𝐈 𝐃𝐨𝐧’𝐭 𝐒𝐞𝐞 𝐇𝐨𝐰 𝐓𝐡𝐢𝐬 𝐑𝐨𝐥𝐥 𝐆𝐞𝐭𝐬 𝐑𝐮𝐢𝐧𝐞𝐝!🏀🎲
 
📊 Research provided by @ParlayAnalyzerX

Use code “ROLLIN” for 20% off — https://t.co/2yKxbYQEkX https://t.co/9VAlYXtlUy",Promotions,X
"NerdOctaxe Gamma ⚡️
9.6 TH/s ~160 W ⚡️👊🏻
8-chip Bitcoin home miner
Small
   Powerful Sovereign
Run your own hash😉
Support the network.
Mine from home
👉 Get yours here
https://t.co/tFrXlKENfj
Use code JOKHODL for –10% off
Home mining is freedom🗽⚡️
Not your hash, not your future 🎶
#Bitcoin #BitcoinMining
#HomeMining #MineBitcoin
#Hashrate #RunYourNode
#RunYourHash 
 #HoHoHodl
#HodlTheLine #StackSats
#NerdOctaxeGamma #NerdOctaxe
@PowerMiningFarm

@Public_Pool_BTC",Promotions,X
"NBA FD Cheat Sheet 
Jaden McDaniels at $5,500 leads tonight's slate in value — outscoring Jokic and Anthony Edwards on a per-dollar basis. Use code CHEAT15 for 15% off Stokastic Sims: https://t.co/vC3ua1VmXp https://t.co/Ds2dkuE98h",Promotions,X
"If you’re looking to spend some money and rip some packs, head over https://t.co/3Xn1omYn7z

Good deals at good prices. 

Use code KingHalCards to get 7% off.",Promotions,X
"🚨 Apex 90% Sale Is LIVE 🚨

🔥 Up to 90% OFF
👉 Use code APEX at checkout

💰 $50K Intraday One-Time PA, just $69
⏰ Ends Apr 27 (11:59 PM ET)

📅 Full promotion runs until May 7

GET YOURS - https://t.co/jUGrEYtSN8

Choose your account size, view full pricing, and secure the discount directly on the Apex homepage.

If you’ve been waiting for a lower-cost entry into funded trading — this is it 🧩",Promotions,X
"YESTERDAY WILL GO DOWN IN HISTORY!

No fewer than 15 HR parlays cashed in @CappCollective. Subscribers won over 1 million dollars, mostly from Fanduel.

Are you ready to hop on the rolling train? Use code ‘Legacy’ for 63% off. This code will expire by 10 AM today

https://t.co/FlgKcYzhpc",Promotions,X
"@MrKrisSteel https://t.co/vWrWs1sH7N
Use code ""Tachi"" for 10% off",Promotions,X
"Pre-order Available // use code “SNIPER” get $20 off your next purchase 

https://t.co/KLrYluYFmU

https://t.co/41L8mCsuou https://t.co/gbTVMNR9jE",Promotions,X
"The best superfood I have tried for max T levels is no other than PINE POLLEN

Guaranteed solid hard morning wood after your first sip!

Use code below for a 15% off

https://t.co/tdbqkCurE0",Promotions,X
"Another one of the textures in the pack you may enjoy. What would you use it for? Use code CONE20 for 20% off!
#blender #noAI
https://t.co/ZRQCotthrq https://t.co/nfW2jWEZxr",Promotions,X
Use code HIGHFIVE to get $5 off your first order. Spend $99 and get free shipping (international shipping 50% off). Just use the code FREE99 at checkout. 🔗👇 https://t.co/VFTAYAKrx9,Promotions,X
New suit from Kekokinis. Check them out with the link in my bio ane use code AMBERNICO for 60% off your purchase 💋 https://t.co/ZT2QbyOwQH,Promotions,X
"🛒 Temu 30% OFF — Just use code: ""ale139309""
 Grab the Temu app, apply the code at checkout, and enjoy 30% off your entire order. 
 Simple, clean, no fuss — just solid savings. Perfect for everything from home essentials to gadgets.",Promotions,X
"To celebrate #EarthDay, the Son of the Sun Leo Sparrow (@NoSteakAllSizzl) is running a 50% off sale on his Micro Brawlers and other merch.

Just use code EARTH at https://t.co/kmvLZNh4mv.

#ScratchThatFigureItch https://t.co/BJHfIUlqzu",Promotions,X
"TRADEIFY 40% OFF IS STILL LIVE UNTIL THE END OF THE MONTH!!

Use code WOLF to get the best discount on ALL accounts ⬇️

https://t.co/DGESlbtTtn https://t.co/sDnqg25iGc",Promotions,X
"Ends Sunday!

My high definition full color prints are mounted onto wood panels for a clean modern look. 

Use code SPRING20 for 20% off everything. https://t.co/f8D89T1nCV",Promotions,X
"Two down ✅ ✅/5 more loading ⏳⏳⏳⏳⏳

Use code ‘Legacy’ for 63% off. Only a few spots left

https://t.co/nGIDRQ6g8A https://t.co/QHdH1aydgP",Promotions,X
Find me next month 📍 https://t.co/3ndLRuqdNG,Promotions,X
"𝟱𝟬% 𝗢𝗙𝗙 𝗟𝗜𝗙𝗘𝗧𝗜𝗠𝗘 𝗠𝗘𝗠𝗕𝗘𝗥𝗦𝗛𝗜𝗣! 📊

👉 https://t.co/3SCjjXOGjT

USE CODE: 50%OFF

Join as a lifetime member and save 50%:

- Join the $DDY Airdrop
- Faster Tracking (15s Updates)
- All Tracking Timeframes
- Increased Watchlist Limit (21)
- Full Pump History https://t.co/4Hq2bA47Ur",Promotions,X
"🚨 5x $10,000 FUNDING GIVEAWAY 🚨

🔹Follow @Atlasfunded @LAntonioAF @CianHansardAF @IvanaAF
@_THEARCANIST 
🔹Like &amp; Repost

🔹Like &amp; Repost Quoted Post

🔹Tag 3 Traders

35% OFF + 120% REFUND USE CODE APR35💚 https://t.co/izd4cHb2mF",Promotions,X
"🔹50% OFF for First User - use code FIRST
🔹45% OFF on 5K - 50K Account - use code APRIL45
🔹35% OFF on 100K - 400K Account - use code BUFFER",Promotions,X
"NHL PLAY #1⬇️

Tim Stutzle/Cale Makar
1+ PT(+102).7u
2+ Pts(+700) .2u
ATG (+1475) .1u

Powered by @propsdotcash📊 Use code DOYSKI for 25% off first month sub🚨

These two super stars have been held off the scoresheet this series but have both looked good throughout

Stutzle has been insanely snake bitten after nearly scoring multiple goals last game. At home vs CAR, he has hit in 5/6

Makar has amazing history vs LA, hitting in 82% and 3/3 in LA. A guy like Makar is too good to not find the scoresheet three games in a row

Let’s see these two have some big games tn!

#GoSensGo #GoAvsGo #NHLBets #Gambling𝕏",Promotions,X
"Get 60% Off On Your Shein Order! 🛍️

Use Code: CUA6W

NB: ONLY WORKS ON NEW ACCOUNTS &amp; CHECKOUT WITHIN 24 HOURS!! 🚨 https://t.co/asiH02X2q4",Promotions,X
"Master 40+ languages with Talkio AI! 🎤 Lifelike convos, pronunciation checks, instant feedback, translations, progress tracking &amp; more. Use code HOUDA for 15% off! https://t.co/TzbtvamorM #LanguageLearning #AI #EdTech #LearnLanguages #Polyglot #AITutor #Tech https://t.co/J0jCG4fcVD",Promotions,X
"https://t.co/oEknlzAGK4
Use code: ROGERSNIPES for money off 💰 https://t.co/tW8aMQmwDL",Promotions,X
@Catholicizm1 Use code AVOIDINGBABYLON for 10% off,Promotions,X
"✨ 25% OFF Support Tights ✨
Feel the difference all day long. Support tights are designed to improve circulation, reduce fatigue, and keep your legs feeling energised, whether you’re on your feet or at your desk.
💫 Use code SUPPORT25 at checkout
👉 https://t.co/t2DEO9vCne https://t.co/H0q3NfFBJT",Promotions,X
"✅✅ Tomorrow we got another free play coming!

Like/Repost if you tailing the next slip don’t miss it!

For more VIP plays-&gt;&gt; https://t.co/NQ0LQqPJ3S

Use code “LAMBO” for $10 off at checkout https://t.co/8sQcier2IJ",Promotions,X
"🐣 April Update: $16,619.62 🐣

Solid month so far with @OddsJam🤑🙌

Want the secret?🤔👀
Hit the link 🔗 https://t.co/EHnR9OQIMz and use code “TumboToon” for an INSANE 35% off your first month🔥 https://t.co/JGPBCNGS9z",Promotions,X
"Littlebit will be at Cryptobyte. 🤝

If you’re planning to attend as well, use code LITTLE20 for 20% off Member Pass and Student Pass tickets.

The code is valid until April 30 and can be applied when purchasing your ticket.

We’d be glad to see you there. https://t.co/hk74IhovKJ",Promotions,X
"Love the Celtics to cover the spread after a embarrassing loss in game 2. Tatum and Brown won’t let this game get close.

Use code PANPOTD for 10% off on PikkitPro

Tail with Quickpick Bot in the comments 👇 https://t.co/IyKVUHamVF",Promotions,X
"Don’t miss this 🚨

Up to 45% OFF on funding — this is the kind of opportunity smart traders wait for.

If getting funded has been on your mind, this is your moment to step in.

Use code SPRING45 and lock in your account before it’s gone.

Serious traders only…
Who’s securing theirs today? 👇🔥

https://t.co/AE9MabtKpJ

https://t.co/AE9MabtKpJ",Promotions,X
"🚨 2x $10,000 FUNDING GIVEAWAY 🚨

🔹Follow @Atlasfunded @LAntonioAF @CianHansardAF @IvanaAF @joshfem40 and @GhostPip_ 

🔹Like & Repost

🔹Like & Repost Quoted Post

🔹Tag 3 Traders

35% OFF + 120% REFUND USE CODE APR35💚

Also follow: @LynTrades @Emrik__ @Tolumi___ @probernard_02 

Subscribe to https://t.co/IpUDkYPl5P",Promotions,X
"I'm SO EXCITED! If you havn't had an upgrade in a while, or fancy some truely unique items, get your pre-orders in for @TurtleBeach because their new Stealth pro II and   Command Series keayboars/mice/addons are just INSANE! Use Code: DOLLY for 10% off https://t.co/scN7DkctI4",Promotions,X
"Give her something she’ll truly enjoy-moments of softness, self-care, and everyday luxury

Use code “Spring26” to save 15% off

•Creamy Body Butters
• Perfume Oils &amp; Sprays
• Body Oils + Shimmer Oils for that glow
• Gentle Soaps &amp; Scrubs
• Serums, Face Masks and more https://t.co/7ExJtB51xB",Promotions,X
"🚀 NEW DROP: MUNE SHOTS 🚀
Astronaut. Moon. Absolute BOMBS. 💣

Tumbler → https://t.co/U03kP95QFP
Tee → https://t.co/L1egNVul18

Use code BOLOGNA for 20% off
#ChicagoBaseball #Streetwear #MLB #BaseballFans #NewDrop https://t.co/jmZdWopCKF",Promotions,X
Sale ends Sunday! Use code SPRING20 for 20% off at https://t.co/fZF0jMxMbZ,Promotions,X
"The lovely @DanicaValentina wearing a shiny Amoresy leotard! Check out Amoresy https://t.co/NvXNq1MWxS use code growwithrich for 10% off

Used with permission

#filipinas #shiny #spandex #leotards #amoresy #philippines #asia #leotard #lycra @AMORESY_GM https://t.co/eBfW3kp4MW",Promotions,X
"Celebrating THIRTY years of ZERO —  15% off sitewide for 24 hours.🔥Use code: ZERO

https://t.co/X4DEiQDKcO https://t.co/6MvNW6kjjg",Promotions,X
"MUNE SHOT #10 LAUNCHED ⚾🔥

👕 https://t.co/2tnfplaMTO

💥 Use code BOLOGNA for 20% off

#WhiteSox #MuneShot #SouthSide #Chicago #MLB #Baseball",Promotions,X
"20% OFF ALL MERCH ALL
WEEK ON BOTH SITES https://t.co/jxY7vWiVl3 

For Big Cartel Use Code APRIL26
https://t.co/EeiLIPg0Zb 
#sale #bandmerch #rock #fashion #BandTees #coralynjewel #supportsmallbusinessowners #supportlocalbusiness #SupportUnderGroundMetal #gothicmetal https://t.co/2wJea1hk4u",Promotions,X
"10% discount off my kofi photosets ends soon :3 use code MAKOTODAY 

❤︎⁠ check it out heree: https://t.co/TzxNK82PAs ❤︎

#MakotoNiijima #Makoto #Persona5 #cosplay https://t.co/Vs2BtFiIhC",Promotions,X
"Ad: Extra 30% off select styles via Macy's, use code 'FRIEND'

&gt; https://t.co/3FexHkJFmj https://t.co/FLr1kPcPhc",Promotions,X
"🚨 3x $10,000 FUNDING GIVEAWAY 🚨

🔹Follow @Atlasfunded @joshify001  @LAntonioAF @CianHansardAF @IvanaAF

🔹Like &amp; Repost

🔹Like &amp; Repost Quoted Post

🔹Tag 3 Traders

35% OFF + 120% REFUND USE CODE APR35💚 https://t.co/fPd0IoBa36",Promotions,X
"CHASED OFF THE ROAD 😭 @isthatDraqqo 

Use Code “DYLONG”
@CinchGaming 🎮 | @GoBlacklyte 🪑 | @PoggersShop 🧋 https://t.co/hvuKA6gVLo",Promotions,X
"Tradeify 40% OFF ends this month and you can get extra 5 % OFF with the bundle buy.

5x25K Select for $310 after discount @Tradeify 

Use Code BUGATTI
https://t.co/LfIwi0CWhH https://t.co/gHeDTQlmnD",Promotions,X
